Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2018-04-27 00:58:00,Starbucks và những ngày sống ảo của Heo ✨,"🔅Vị trí : nằm phía bên trái của KFC, đi dọc theo con đường đi bộ sẽ dễ dàng nhận ra (8/10) 

🔅 Thực đơn : đồ uống và bánh ngọt đa dạng đậm chất phương Tây, giá cả hơi chát 😆 (9/10) 

🔅 Nhân viên : nhân viên nhiệt tình, thân thiện (10/10) 

 Đây là một xíu review của mình 👇
 Nay mình xin review về chuỗi cửa hàng coffee bậc nhất của Mĩ - Starbucks Coffee, đây là chuỗi cửa hàng không ai là không biết đến. Đến với cửa hàng ta sẽ cảm nhận được cái không khí yên tĩnh kì lạ, nó khiến ta như trầm xuống và sống chậm lại. Còn gì bằng cái cảm giác ngồi cùng những người bạn hay người ta yêu thương trên tay là cốc Frappucchino hay đơn giản là đi một mình nhìn ngắm dòng người qua lại và thưởng thức món bánh Muffin Chocolate. Dù giá cả hơi chát nhưng hãy một lần bỏ ra và thưởng thức chúng, bạn sẽ cảm nhận được mình như đang ở New York ✨😆. Nhân viên của Starbucks luôn có một thần thái khiến mình bị cuốn hút đến kì lạ, mình nhớ lần đầu đi và mình không biết gọi món, nhân viên tận tình tư vấn các món đặt trưng và giúp mình chọn được món như mong muốn ❤. 
 Hãy dành một ngày sống chậm lại với Starbucks đi, bạn sẽ cảm thấy rất thư thái.",8.4,starbucks và những ngày sống ảo của heo,vị trí nằm phía bên trái của kfc đi dọc theo con đường đi bộ sẽ dễ dàng nhận ra 8 10 thực đơn đồ uống và bánh ngọt đa dạng đậm chất phương tây giá cả hơi chát 9 10 nhân viên nhân viên nhiệt tình thân thiện 10 10 đây là một xíu review của mình nay mình xin review về chuỗi cửa hàng coffee bậc nhất của mĩ starbucks coffee đây là chuỗi cửa hàng không ai là không biết đến. đến với cửa hàng ta sẽ cảm nhận được cái không khí yên tĩnh kì lạ nó khiến ta như trầm xuống và sống chậm lại. còn gì bằng cái cảm giác ngồi cùng những người bạn hay người ta yêu thương trên tay là cốc frappucchino hay đơn giản là đi một mình nhìn ngắm dòng người qua lại và thưởng thức món bánh muffin chocolate. dù giá cả hơi chát nhưng hãy một lần bỏ ra và thưởng thức chúng bạn sẽ cảm nhận được mình như đang ở new york . nhân viên của starbucks luôn có một thần thái khiến mình bị cuốn hút đến kì lạ mình nhớ lần đầu đi và mình không biết gọi món nhân viên tận tình tư vấn các món đặt trưng và giúp mình chọn được món như mong muốn . hãy dành một ngày sống chậm lại với starbucks đi bạn sẽ cảm thấy rất thư thái.,positive,"[('chuỗi cửa', 0.015072109718162944), ('cửa hàng', 0.016214467718342316), ('coffee đây', 0.025118992108658103), ('thân thiện', 0.029588999925873705), ('xíu review', 0.03216998934718606)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2018-02-01 17:46:00,1/2/2018 - kỉ niệm ngày thành lập (50k/ly),"Vị trí: Bên ngoài pandora, từ chỗ gửi xe nhìn qua bên tay phải là thấy starbucks bự tổ chảng
Không gian: Nhỏ, ấm cúng
Thức uống:
Matcha ngon, kh đắng lắm
Caramel ngọt ngon lúc uống xong thấy có chút đắng ở lưỡi nhưng tan nhanh
Lớp kem ngọt nhưng kh bị ngấy, ngọt vừa
Nhân viên: Nhanh nhẹn
Giá cả: Thường thì các bạn cũng biết starbucks chát cỡ nào r )) Mà nay kỉ niệm 5 năm thành lập nên đc giảm giá 50k/ly cho nên mình cho dù phải đứng gần 30' thì vẫn xứng đáng",7.4,1 2 2018 kỉ niệm ngày thành lập 50k ly,vị trí bên ngoài pandora từ chỗ gửi xe nhìn qua bên tay phải là thấy starbucks bự tổ chảng không gian nhỏ ấm cúng thức uống matcha ngon kh đắng lắm caramel ngọt ngon lúc uống xong thấy có chút đắng ở lưỡi nhưng tan nhanh lớp kem ngọt nhưng kh bị ngấy ngọt vừa nhân viên nhanh nhẹn giá cả thường thì các bạn cũng biết starbucks chát cỡ nào r mà nay kỉ niệm 5 năm thành lập nên đc giảm giá 50k ly cho nên mình cho dù phải đứng gần 30 thì vẫn xứng đáng,positive,"[('đứng gần', 0.013716694599593331), ('xứng đáng', 0.013716694599593331), ('chỗ gửi', 0.020475029329113627), ('nhìn qua', 0.020475029329113627), ('gian nhỏ', 0.020475029329113627)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-12-06 00:12:00,Starbucks,"Ở đây đồ uống khá ngon. Nhưng mà quán những giờ cao điểm thì cực kỳ đông và không có đủ chỗ ngồi cho mình, không gian quán ấm cúng nhỏ xinh. Mình rất thích cách trang trí của quán, ở đây phù hợp để làm việc hoặc hẹn hò hoặc đi chơi với bạn bè. Nhân viên ở đây làm việc rất nhanh nhạy thân thiện và chuyên nghiệp. 

Tuy nhiên ở đây các quán nước liền nhau và nằm trong khu mua sắm nên đôi lúc hơi ồn và nếu bạn đi giờ cao điểm thì phải chờ hơi lâu thôi.",8.6,starbucks,ở đây đồ uống khá ngon. nhưng mà quán những giờ cao điểm thì cực kỳ đông và không có đủ chỗ ngồi cho mình không gian quán ấm cúng nhỏ xinh. mình rất thích cách trang trí của quán ở đây phù hợp để làm việc hoặc hẹn hò hoặc đi chơi với bạn bè. nhân viên ở đây làm việc rất nhanh nhạy thân thiện và chuyên nghiệp. tuy nhiên ở đây các quán nước liền nhau và nằm trong khu mua sắm nên đôi lúc hơi ồn và nếu bạn đi giờ cao điểm thì phải chờ hơi lâu thôi.,positive,"[('khá ngon', 0.03578026292352745), ('uống khá', 0.048731725800757734), ('cao điểm', 0.10110206573085867), ('đây', 0.11495556575668918), ('giờ cao', 0.12453217010484734)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-11-23 11:06:00,Starbucks Coffee - Pandora City,Thức uống rất ngon 😋nhân viên rất nhiệt tình và chu đáo 💓 view quán cũng rất đẹp nữa nên bạn nào có nhu cầu sống ảo thì đây là địa điểm tuyệt vời,9.2,starbucks coffee pandora city,thức uống rất ngon nhân viên rất nhiệt tình và chu đáo view quán cũng rất đẹp nữa nên bạn nào có nhu cầu sống ảo thì đây là địa điểm tuyệt vời,positive,"[('thức uống', 0.01227576167446765), ('tuyệt vời', 0.01227576167446765), ('ngon nhân', 0.018363403046845365), ('nhân viên', 0.018363403046845365), ('nhiệt tình', 0.018363403046845365)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2017-11-07 14:58:00,Vị trí khá thuận lợi,Starbuck thì ai cũng biết rồi nên mình không bình luận thêm về hương vị nuớc. Starbuck mở ở đây mình thấy rất hợp lý vì vị trí rất thuận lợi và sang trọng. Đi bộ hay đi xe đều rất tiện. Xung quanh bán kính 1km gần như không có thuơng hiệu cafe nào tầm cở tuơng đưong,8.2,vị trí khá thuận lợi,starbuck thì ai cũng biết rồi nên mình không bình luận thêm về hương vị nuớc. starbuck mở ở đây mình thấy rất hợp lý vì vị trí rất thuận lợi và sang trọng. đi bộ hay đi xe đều rất tiện. xung quanh bán kính 1km gần như không có thuơng hiệu cafe nào tầm cở tuơng đưong,positive,"[('biết rồi', 0.052235886640868645), ('rồi nên', 0.052235886640868645), ('bình luận', 0.052235886640868645), ('starbuck thì', 0.060402260840837815), ('nên mình', 0.09847097494161104)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Web,2017-10-10 17:27:00,Starbucks Coffee - Pandora City,The best branch in Ho Chi Minh City,9.2,starbucks coffee pandora city,the best branch in ho chi minh city,positive,"[('the best', 0.04940384002065631), ('minh city', 0.04940384002065631), ('best branch', 0.09700399286574239), ('chi minh', 0.09700399286574239), ('the', 0.15831692877998726)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-10-09 19:28:00,Chocolate xay,"Mình rất ít khi ăn hoặc uống những món liên quan đến chocolate. Nhưng lần đầu uống chocolate xay tại starbucks cảm giác thật khác biệt. Hương vị rất thơm và chocolate không có quá đắng. Không gian thì thoải mái, phục vụ rất chuyên nghiệp 👍👍",9.8,chocolate xay,mình rất ít khi ăn hoặc uống những món liên quan đến chocolate. nhưng lần đầu uống chocolate xay tại starbucks cảm giác thật khác biệt. hương vị rất thơm và chocolate không có quá đắng. không gian thì thoải mái phục vụ rất chuyên nghiệp,positive,"[('món liên', 0.059920929641274844), ('liên quan', 0.059920929641274844), ('hoặc uống', 0.11176251804422119), ('mình rất', 0.1171772534258766), ('mình', 0.16641579378487137)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-10-09 15:34:00,Oke,"mình vào đây mấy lần rồi , view ở đây cũng tạm vì mình thấy mấy chi nhánh khác view đẹp hơn , chất lượng thì khỏi bàn rồi , một ly cũng gần 100k không lí nào lại dở hết . Thức uống thì mình từng thử 1 ly matcha ít đường , lớp kem ở trên béo ngậy , uống 1 ly là no căng bụng rồi( khuyến khích gọi ly vừa thôi ) , có lần mình uống 1 ly xoài xay (mango pasion fruit) không đường cũng oke . Nhân viên phục vụ tốt chu đáo , sẽ quay lại lần nữa",8.0,oke,mình vào đây mấy lần rồi view ở đây cũng tạm vì mình thấy mấy chi nhánh khác view đẹp hơn chất lượng thì khỏi bàn rồi một ly cũng gần 100k không lí nào lại dở hết . thức uống thì mình từng thử 1 ly matcha ít đường lớp kem ở trên béo ngậy uống 1 ly là no căng bụng rồi khuyến khích gọi ly vừa thôi có lần mình uống 1 ly xoài xay mango pasion fruit không đường cũng oke . nhân viên phục vụ tốt chu đáo sẽ quay lại lần nữa,positive,"[('từng thử', 0.008941477426044373), ('nhân viên', 0.008941477426044373), ('chi nhánh', 0.011854983762927637), ('nhánh khác', 0.011854983762927637), ('đẹp hơn', 0.011854983762927637)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-08-01 10:49:00,Starbucks Coffee - Pandora City,"Hôm bửa mình và bạn của mình đi vào Starbucks thử 2 vị mới là ""Choco granola frappuchino "" và "" Acai berry yogurt cream frappuchino"". Đối với mình , mình cảm thấy ly berry rất thích hợp cho các bạn nữ vì nó không nhiều chất béo và có yogurt rất tốt cho các bạn( uống nó sẽ chua chua , ngọt ngọt rất ngon và có thêm các hạt thủy tinh ăn sần sật ). Còn về ly choco thì có vẻ sẽ thích hợp cho những bạn nào có đam mê về chocolate ( uống nó sẽ có vị chôc hơi đắng một tí và có các hạt ngũ cốc ăn giòn giòn). Mình còn gọi thêm một cái Croque Monsieur nhưng nó không ngon , khá cứng và khô, trong bánh chỉ có một miếng ham nên không phù hợp với giá tiền cho lắm (tới 70k lận ).",6.2,starbucks coffee pandora city,hôm bửa mình và bạn của mình đi vào starbucks thử 2 vị mới là choco granola frappuchino và acai berry yogurt cream frappuchino . đối với mình mình cảm thấy ly berry rất thích hợp cho các bạn nữ vì nó không nhiều chất béo và có yogurt rất tốt cho các bạn uống nó sẽ chua chua ngọt ngọt rất ngon và có thêm các hạt thủy tinh ăn sần sật . còn về ly choco thì có vẻ sẽ thích hợp cho những bạn nào có đam mê về chocolate uống nó sẽ có vị chôc hơi đắng một tí và có các hạt ngũ cốc ăn giòn giòn . mình còn gọi thêm một cái croque monsieur nhưng nó không ngon khá cứng và khô trong bánh chỉ có một miếng ham nên không phù hợp với giá tiền cho lắm tới 70k lận .,positive,"[('thích hợp', 0.00397191555038506), ('hôm bửa', 0.007412727623282174), ('starbucks thử', 0.007412727623282174), ('sần sật', 0.007412727623282174), ('lắm tới', 0.007412727623282174)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-07-02 14:58:00,Starbucks Coffee - Pandora City,"Starbucks có món mới :) matcha earl grey jelly hoà quyện giữa matcha và jelly :) thích uống matcha của starbucks lắm luôn đã vậy còn thêm jelly nhai nhai bao thích 
Mà nay chủ nhật nên đômg quạ",8.0,starbucks coffee pandora city,starbucks có món mới matcha earl grey jelly hoà quyện giữa matcha và jelly thích uống matcha của starbucks lắm luôn đã vậy còn thêm jelly nhai nhai bao thích mà nay chủ nhật nên đômg quạ,positive,"[('đômg quạ', 0.014758866721658779), ('món mới', 0.021998563288679503), ('earl grey', 0.021998563288679503), ('hoà quyện', 0.021998563288679503), ('quyện giữa', 0.021998563288679503)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-06-22 13:46:00,Starbucks Coffee - Pandora City,Xem phim xong ghé vô uống. Chất lượng thì vẫn vậy ngon rất đáng đồng tiền. Mới uống được nửa ly là đã thấy ngán rồi béo ngon. Không gian tạm được.,8.0,starbucks coffee pandora city,xem phim xong ghé vô uống. chất lượng thì vẫn vậy ngon rất đáng đồng tiền. mới uống được nửa ly là đã thấy ngán rồi béo ngon. không gian tạm được.,positive,"[('phim xong', 0.08396275639108254), ('xong ghé', 0.08396275639108254), ('phim', 0.2783147115063819), ('xong', 0.2783147115063819), ('ghé', 0.2783147115063819)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2017-06-22 02:57:00,Starbucks Coffee - Pandora City,"Gọi 1 món quen thuộc và 1 món mơi mới đó là: matcha đá xay và marshmellow gì á quên rồi có cafe và cái màu trắng mình uống (hình) mình k thích cafe nên kêu màu trắng, chắc sữa bth thôi. 
Chất lượng thì miễn bàn rồi. Thích nhất kem của starbucks luôn ý. Nhưng do nhân viên pha chế ở mỗi nơi khác nhau hay s í, hnay matcha ngọt lạ lùng, ngọt khó chịu luôn. Bth mình hay uống matcha của sb lắm nên biết vị. Mà kb do nhân viên lỡ tay hay gì mà cho nhiều đường quá. 
Lúc đầu nghe bạn bè nói sb ở Pandora k ngon đâu đừng uống, nhưng k tin :)))
Nhân viên phục vụ ok 
Giá thì khỏi bàn 
Không gian yên tĩnh 
Nếu như thèm sb mà lười đi xa quá thì sẽ quay lại :)))",7.2,starbucks coffee pandora city,gọi 1 món quen thuộc và 1 món mơi mới đó là matcha đá xay và marshmellow gì á quên rồi có cafe và cái màu trắng mình uống hình mình k thích cafe nên kêu màu trắng chắc sữa bth thôi. chất lượng thì miễn bàn rồi. thích nhất kem của starbucks luôn ý. nhưng do nhân viên pha chế ở mỗi nơi khác nhau hay s í hnay matcha ngọt lạ lùng ngọt khó chịu luôn. bth mình hay uống matcha của sb lắm nên biết vị. mà kb do nhân viên lỡ tay hay gì mà cho nhiều đường quá. lúc đầu nghe bạn bè nói sb ở pandora k ngon đâu đừng uống nhưng k tin nhân viên phục vụ ok giá thì khỏi bàn không gian yên tĩnh nếu như thèm sb mà lười đi xa quá thì sẽ quay lại,positive,"[('màu trắng', 0.03064272508008048), ('món quen', 0.051770382271400975), ('món mơi', 0.051770382271400975), ('cái màu', 0.07029185892982462), ('kêu màu', 0.07029185892982462)]",Quận Tân Phú
